Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,USD,JPM,2024-02-22 12:35:00,-10,192.07,192.07,1920.7,-1.92,1808.0,110.78,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-02-22 13:35:09,20,182.56,182.56,-3651.2,-0.69,0,0,0,O
Trades,Data,Order,Stocks,USD,JPM,2024-02-26 12:51:42,100,183.29,183.29,-18329.0,-1.6,0,0,0,O
Trades,Data,Order,Stocks,USD,CVX,2024-02-29 10:12:52,20,162.17,162.17,-3243.4,-1.02,0,0,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-02-29 11:55:04,15,399.92,399.92,-5998.8,-1.03,0,0,0,O
Trades,Data,Order,Stocks,USD,PFE,2024-03-01 11:11:37,15,26.69,26.69,-400.35,-0.56,0,0,0,O
Trades,Data,Order,Stocks,USD,XOM,2024-03-04 13:32:07,20,105.65,105.65,-2113.0,-1.85,0,0,0,O
Trades,Data,Order,Stocks,USD,BAC,2024-03-07 14:58:21,50,30.56,30.56,-1528.0,-1.77,0,0,0,O
Trades,Data,Order,Stocks,USD,KO,2024-03-08 14:57:11,25,60.65,60.65,-1516.25,-1.35,0,0,0,O
Trades,Data,Order,Stocks,USD,HD,2024-03-12 14:10:42,5,387.99,387.99,-1939.95,-0.93,0,0,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-03-12 10:51:12,-15,413.64,413.64,6204.6,-0.57,6102.15,101.88,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-03-13 13:12:45,20,804.45,804.45,-16089.0,-1.1,0,0,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-03-13 15:55:49,100,145.25,145.25,-14525.0,-1.14,0,0,0,O
Trades,Data,Order,Stocks,USD,JPM,2024-03-13 12:03:35,-100,197.84,197.84,19784.0,-1.77,18329.0,1453.23,0,O
Trades,Data,Order,Stocks,USD,PG,2024-03-14 13:20:48,25,169.82,169.82,-4245.5,-1.72,0,0,0,O
Trades,Data,Order,Stocks,USD,KO,2024-03-15 10:47:55,15,61.84,61.84,-927.6,-1.63,0,0,0,O
Trades,Data,Order,Stocks,USD,JNJ,2024-03-15 14:15:17,-10,160.43,160.43,1604.3,-1.57,1585.7,17.03,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-03-20 15:37:44,-15,147.53,147.53,2212.95,-1.36,2217.0,-5.41,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-03-21 15:26:34,25,168.41,168.41,-4210.25,-1.7,0,0,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-03-22 12:21:42,20,151.85,151.85,-3037.0,-1.59,0,0,0,O
Trades,Data,Order,Stocks,USD,PG,2024-03-22 13:01:58,-50,169.71,169.71,8485.5,-1.35,8478.5,5.65,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-03-27 09:30:01,5,141.35,141.35,-706.75,-2.0,0,0,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-03-28 13:13:29,100,160.13,160.13,-16013.0,-1.05,0,0,0,O
Trades,Data,Order,Stocks,USD,CVX,2024-03-29 09:37:44,10,159.3,159.3,-1593.0,-0.65,0,0,0,O
Trades,Data,Order,Stocks,USD,UNH,2024-03-29 09:50:36,15,522.03,522.03,-7830.45,-1.3,0,0,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-04-01 15:26:52,20,586.49,586.49,-11729.8,-1.94,0,0,0,O
Trades,Data,Order,Stocks,USD,PG,2024-04-01 14:33:41,-25,161.53,161.53,4038.25,-1.31,4245.5,-208.56,0,O
Trades,Data,Order,Stocks,USD,KO,2024-04-02 11:54:15,5,62.15,62.15,-310.75,-0.92,0,0,0,O
Trades,Data,Order,Stocks,USD,PG,2024-04-03 11:01:31,100,165.02,165.02,-16502.0,-0.99,0,0,0,O
Trades,Data,Order,Stocks,USD,XOM,2024-04-04 13:44:56,-20,106.13,106.13,2122.6,-0.52,2113.0,9.08,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-04-05 15:15:44,50,151.99,151.99,-7599.5,-1.24,0,0,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-04-05 10:19:42,20,400.22,400.22,-8004.4,-1.33,0,0,0,O
Trades,Data,Order,Stocks,USD,XOM,2024-04-05 11:22:44,20,113.43,113.43,-2268.6,-0.91,0,0,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-04-08 14:34:48,10,144.2,144.2,-1442.0,-0.82,0,0,0,O
Trades,Data,Order,Stocks,USD,AAPL,2024-04-10 14:08:40,20,183.83,183.83,-3676.6,-0.65,0,0,0,O
Trades,Data,Order,Stocks,USD,HD,2024-04-12 09:16:55,100,349.22,349.22,-34922.0,-0.6,0,0,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-04-15 09:15:07,20,187.71,187.71,-3754.2,-1.41,0,0,0,O
Trades,Data,Order,Stocks,USD,V,2024-04-16 12:19:55,20,271.41,271.41,-5428.2,-0.96,0,0,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-04-16 15:13:40,-25,417.0,417.0,10425.0,-1.49,10174.25,249.26,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-04-23 11:44:55,50,394.41,394.41,-19720.5,-0.85,0,0,0,O
Trades,Data,Order,Stocks,USD,BAC,2024-04-24 14:09:58,-20,34.36,34.36,687.2,-0.71,663.8,22.69,0,O
Trades,Data,Order,Stocks,USD,UNH,2024-04-26 11:44:25,25,512.81,512.81,-12820.25,-1.31,0,0,0,O
Trades,Data,Order,Stocks,USD,AAPL,2024-04-29 11:36:02,10,186.81,186.81,-1868.1,-1.21,0,0,0,O
Trades,Data,Order,Stocks,USD,PG,2024-04-29 13:27:40,5,157.72,157.72,-788.6,-1.21,0,0,0,O
Trades,Data,Order,Stocks,USD,AAPL,2024-04-29 11:26:44,50,191.44,191.44,-9572.0,-1.92,0,0,0,O
Trades,Data,Order,Stocks,USD,AAPL,2024-04-30 12:03:12,25,183.56,183.56,-4589.0,-1.63,0,0,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-05-01 11:28:56,5,150.9,150.9,-754.5,-0.54,0,0,0,O
Trades,Data,Order,Stocks,USD,V,2024-05-02 09:35:26,-100,269.32,269.32,26932.0,-1.99,26835.0,95.01,0,O
Trades,Data,Order,Stocks,USD,PG,2024-05-03 10:31:59,25,164.72,164.72,-4118.0,-1.56,0,0,0,O
Trades,Data,Order,Stocks,USD,KO,2024-05-03 10:29:35,-25,64.86,64.86,1621.5,-0.79,1516.25,104.46,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-05-03 15:54:26,-20,157.43,157.43,3148.6,-0.9,3651.2,-503.5,0,O
Trades,Data,Order,Stocks,USD,HD,2024-05-07 12:22:21,25,362.33,362.33,-9058.25,-1.07,0,0,0,O
Trades,Data,Order,Stocks,USD,PFE,2024-05-07 10:36:24,-15,31.88,31.88,478.2,-1.66,400.35,76.19,0,O
Trades,Data,Order,Stocks,USD,CVX,2024-05-09 15:41:09,5,158.27,158.27,-791.35,-0.69,0,0,0,O
Trades,Data,Order,Stocks,USD,PFE,2024-05-09 12:06:33,20,31.25,31.25,-625.0,-0.52,0,0,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-05-13 14:25:41,-100,585.42,585.42,58542.0,-0.99,49088.0,9453.01,0,O
Trades,Data,Order,Stocks,USD,CVX,2024-05-13 15:31:55,25,157.54,157.54,-3938.5,-0.6,0,0,0,O
Trades,Data,Order,Stocks,USD,UNH,2024-05-14 12:06:48,100,532.27,532.27,-53227.0,-0.65,0,0,0,O
Trades,Data,Order,Stocks,USD,AAPL,2024-05-17 12:39:43,-20,185.24,185.24,3704.8,-0.71,3863.2,-159.11,0,O
Trades,Data,Order,Stocks,USD,PG,2024-05-17 14:00:57,15,161.89,161.89,-2428.35,-1.52,0,0,0,O
Trades,Data,Order,Stocks,USD,XOM,2024-05-21 12:44:16,15,105.38,105.38,-1580.7,-0.8,0,0,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-05-22 13:18:44,-20,155.74,155.74,3114.8,-1.49,3452.2,-338.89,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-05-23 15:57:57,-5,417.26,417.26,2086.3,-1.41,2119.5,-34.61,0,O
Trades,Data,Order,Stocks,USD,BAC,2024-05-24 14:49:42,10,35.42,35.42,-354.2,-1.44,0,0,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-05-27 11:33:32,100,419.33,419.33,-41933.0,-0.75,0,0,0,O
Trades,Data,Order,Stocks,USD,HD,2024-05-27 15:21:51,-5,354.76,354.76,1773.8,-0.71,1939.95,-166.86,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-05-30 12:23:42,50,151.1,151.1,-7555.0,-1.92,0,0,0,O
Trades,Data,Order,Stocks,USD,KO,2024-05-30 12:41:06,25,63.09,63.09,-1577.25,-1.11,0,0,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-05-30 12:15:54,-5,536.91,536.91,2684.55,-1.97,2669.0,13.58,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-05-31 09:54:52,50,525.92,525.92,-26296.0,-0.82,0,0,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-06-03 10:50:36,-20,547.43,547.43,10948.6,-1.74,10909.4,37.46,0,O
Trades,Data,Order,Stocks,USD,BAC,2024-06-04 15:09:50,5,31.86,31.86,-159.3,-0.92,0,0,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-06-05 09:42:55,-100,180.93,180.93,18093.0,-0.52,14525.0,3567.48,0,O
Trades,Data,Order,Stocks,USD,V,2024-06-05 11:03:08,25,260.47,260.47,-6511.75,-0.67,0,0,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-06-05 13:37:06,10,761.21,761.21,-7612.1,-1.92,0,0,0,O
Trades,Data,Order,Stocks,USD,UNH,2024-06-07 09:30:54,-50,547.48,547.48,27374.0,-1.53,27350.5,21.97,0,O
Trades,Data,Order,Stocks,USD,HD,2024-06-07 09:20:38,-100,362.18,362.18,36218.0,-0.69,34922.0,1295.31,0,O
Trades,Data,Order,Stocks,USD,PFE,2024-06-10 11:29:32,5,29.58,29.58,-147.9,-1.69,0,0,0,O
Trades,Data,Order,Stocks,USD,BAC,2024-06-12 12:21:52,20,37.1,37.1,-742.0,-1.59,0,0,0,O
Trades,Data,Order,Stocks,USD,PFE,2024-06-12 11:09:43,5,29.99,29.99,-149.95,-0.64,0,0,0,O
Trades,Data,Order,Stocks,USD,KO,2024-06-17 11:38:19,-15,63.05,63.05,945.75,-1.37,927.6,16.78,0,O
Trades,Data,Order,Stocks,USD,V,2024-06-19 13:23:07,25,270.5,270.5,-6762.5,-0.84,0,0,0,O
Trades,Data,Order,Stocks,USD,KO,2024-06-19 15:39:39,25,64.82,64.82,-1620.5,-0.54,0,0,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-06-20 10:47:40,5,163.04,163.04,-815.2,-1.62,0,0,0,O
Trades,Data,Order,Stocks,USD,BAC,2024-06-20 10:23:19,100,33.63,33.63,-3363.0,-1.91,0,0,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-06-21 09:17:28,20,147.24,147.24,-2944.8,-1.41,0,0,0,O
Trades,Data,Order,Stocks,USD,BAC,2024-06-24 12:07:18,25,30.91,30.91,-772.75,-1.23,0,0,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-06-25 10:19:13,100,147.47,147.47,-14747.0,-0.88,0,0,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-06-25 10:08:24,10,163.62,163.62,-1636.2,-1.25,0,0,0,O
Trades,Data,Order,Stocks,USD,AAPL,2024-06-26 12:58:04,25,180.91,180.91,-4522.75,-1.14,0,0,0,O
Trades,Data,Order,Stocks,USD,CVX,2024-06-26 09:25:01,10,153.35,153.35,-1533.5,-1.7,0,0,0,O
Trades,Data,Order,Stocks,USD,AAPL,2024-06-27 13:25:33,-20,176.08,176.08,3521.6,-1.62,3676.6,-156.62,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-07-01 13:12:57,15,495.61,495.61,-7434.15,-1.59,0,0,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-07-01 10:38:09,50,392.8,392.8,-19640.0,-0.61,0,0,0,O
Trades,Data,Order,Stocks,USD,HD,2024-07-02 13:28:43,25,368.19,368.19,-9204.75,-1.46,0,0,0,O
Trades,Data,Order,Stocks,USD,PFE,2024-07-02 10:28:04,50,29.76,29.76,-1488.0,-0.95,0,0,0,O
Trades,Data,Order,Stocks,USD,JNJ,2024-07-02 09:19:29,5,157.04,157.04,-785.2,-1.05,0,0,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-07-03 12:37:35,50,652.83,652.83,-32641.5,-1.84,0,0,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-07-04 09:28:06,100,152.56,152.56,-15256.0,-1.02,0,0,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-07-05 13:33:39,-15,174.59,174.59,2618.85,-1.06,2495.1,122.69,0,O
Trades,Data,Order,Stocks,USD,UNH,2024-07-05 14:38:03,50,534.21,534.21,-26710.5,-1.0,0,0,0,O
Trades,Data,Order,Stocks,USD,AMZN,2024-07-08 11:05:37,15,184.3,184.3,-2764.5,-0.97,0,0,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-07-09 11:01:23,-20,619.36,619.36,12387.2,-1.01,16089.0,-3702.81,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-07-10 11:54:50,-100,387.75,387.75,38775.0,-1.75,42921.0,-4147.75,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-07-10 13:08:38,-25,423.82,423.82,10595.5,-0.74,10397.0,197.76,0,O
Trades,Data,Order,Stocks,USD,JPM,2024-07-11 11:43:46,10,171.75,171.75,-1717.5,-1.95,0,0,0,O
Trades,Data,Order,Stocks,USD,UNH,2024-07-11 10:34:15,-15,534.87,534.87,8023.05,-1.71,7830.45,190.89,0,O
Trades,Data,Order,Stocks,USD,BAC,2024-07-12 12:29:49,-15,37.58,37.58,563.7,-1.07,558.3,4.33,0,O
Trades,Data,Order,Stocks,USD,JPM,2024-07-15 10:55:16,-10,202.05,202.05,2020.5,-1.22,1717.5,301.78,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-07-16 09:18:05,15,153.22,153.22,-2298.3,-1.17,0,0,0,O
Trades,Data,Order,Stocks,USD,MSFT,2024-07-17 11:59:01,-15,420.84,420.84,6312.6,-1.09,5998.8,312.71,0,O
Trades,Data,Order,Stocks,USD,CVX,2024-07-18 09:20:59,-20,152.5,152.5,3050.0,-1.0,3243.4,-194.4,0,O
Trades,Data,Order,Stocks,USD,HD,2024-07-23 14:30:28,5,346.94,346.94,-1734.7,-0.53,0,0,0,O
Trades,Data,Order,Stocks,USD,BAC,2024-07-23 14:38:33,-50,34.39,34.39,1719.5,-1.66,1528.0,189.84,0,O
Trades,Data,Order,Stocks,USD,AAPL,2024-07-23 14:50:39,5,175.96,175.96,-879.8,-1.76,0,0,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-07-26 13:34:32,25,594.24,594.24,-14856.0,-1.33,0,0,0,O
Trades,Data,Order,Stocks,USD,GOOGL,2024-07-29 11:47:01,-25,174.15,174.15,4353.75,-0.6,3531.0,822.15,0,O
Trades,Data,Order,Stocks,USD,JPM,2024-07-31 14:30:40,10,197.39,197.39,-1973.9,-1.72,0,0,0,O
Trades,Data,Order,Stocks,USD,CVX,2024-08-02 11:02:48,15,155.86,155.86,-2337.9,-1.04,0,0,0,O
Trades,Data,Order,Stocks,USD,NVDA,2024-08-05 12:47:28,20,624.78,624.78,-12495.6,-1.01,0,0,0,O
Trades,Data,Order,Stocks,USD,JPM,2024-08-05 15:33:17,50,189.9,189.9,-9495.0,-1.14,0,0,0,O
Trades,Data,Order,Stocks,USD,JPM,2024-08-07 09:46:55,25,184.06,184.06,-4601.5,-2.0,0,0,0,O
Trades,Data,Order,Stocks,USD,JNJ,2024-08-07 09:04:42,15,165.83,165.83,-2487.45,-1.27,0,0,0,O
Trades,Data,Order,Stocks,USD,V,2024-08-08 12:36:02,50,270.99,270.99,-13549.5,-1.17,0,0,0,O
